LOCALIDADE;CEP INICIAL
BUÍQUE;56520000
CABO DE SANTO AGOSTINHO;54500001
CABROBÓ;56180000
CACHOEIRINHA;55380000
CAETÉS;55360000
CALÇADO;55375000
CALUMBI;56930000
CAMARAGIBE;54750001
CAMOCIM DE SÃO FÉLIX;55665000
CAMUTANGA;55930000
CANHOTINHO;55420000
CAPOEIRAS;55365000
CARNAÍBA;56820000
CARNAUBEIRA DA PENHA;56420000
CARPINA;55810001
CARUARU;55000001
CASINHAS;55755000
CATENDE;55400000
CEDRO;56130000
CHÃ DE ALEGRIA;55835000
CHÃ GRANDE;55636000
CONDADO;55940000
CORRENTES;55315000
CORTÊS;55525000
CUMARU;55655000
CUPIRA;55460000
CUSTÓDIA;56640000
DORMENTES;56355000
ESCADA;55500000
EXU;56230000
FEIRA NOVA;55715000
FERNANDO DE NORONHA;53990000
FERREIROS;55880000
FLORES;56850000
FLORESTA;56400000
FREI MIGUELINHO;55780000
GAMELEIRA;55530000
GARANHUNS;55290001
GLÓRIA DO GOITÁ;55620000
GOIANA;55900000
GRANITO;56160000
GRAVATÁ;55640001
IATI;55345000
IBIMIRIM;56580000
IBIRAJUBA;55390000
IGARASSU;53600001
IGUARACI;56840000
ILHA DE ITAMARACÁ;53900000
INAJÁ;56560000
INGAZEIRA;56830000
IPOJUCA;55590000
IPUBI;56260000
ITACURUBA;56430000
ITAÍBA;56550000
ITAMBÉ;55920000
ITAPETIM;56720000
ITAPISSUMA;53700000
ITAQUITINGA;55950000
JABOATÃO DOS GUARARAPES;54000001
JAQUEIRA;55409000
JATAÚBA;55180000
JATOBÁ;56470000
JOÃO ALFREDO;55720000
JOAQUIM NABUCO;55535000
JUCATI;55398000
JUPI;55395000
JUREMA;55480000
LAGOA DO CARRO;55820000
LAGOA DO ITAENGA;55840000
LAGOA DO OURO;55320000
LAGOA DOS GATOS;55450000
LAGOA GRANDE;56395000
LAJEDO;55385000
LIMOEIRO;55700000
MACAPARANA;55865000
MACHADOS;55740000
MANARI;56565000
MARAIAL;55405000
MIRANDIBA;56980000
MOREILÂNDIA;56150000
MORENO;54800000
NAZARÉ DA MATA;55800000
OLINDA;53000001
OROBÓ;55745000
OROCÓ;56170000
OURICURI;56200000
PALMARES;55540000
PALMEIRINA;55310000
PANELAS;55470000
PARANATAMA;55355000
PARNAMIRIM;56163000
PASSIRA;55650000
PAUDALHO;55825000
PAULISTA;53400001
PEDRA;55280000
PESQUEIRA;55200000
PETROLÂNDIA;56460000
PETROLINA;56300001
POÇÃO;55240000
POMBOS;55630000
PRIMAVERA;55510000
QUIPAPÁ;55415000
QUIXABÁ;56828000
RECIFE;50000001
RIACHO DAS ALMAS;55120000
RIBEIRÃO;55520000
RIO FORMOSO;55570000
SAIRÉ;55695000
SALGADINHO;55675000
SALGUEIRO;56000000
SALOÁ;55350000
SANHARÓ;55250000
SANTA CRUZ;56215000
SANTA CRUZ DA BAIXA VERDE;56895000
SANTA CRUZ DO CAPIBARIBE;55190001
SANTA FILOMENA;56210000
SANTA MARIA DA BOA VISTA;56380000
SANTA MARIA DO CAMBUCÁ;55765000
SANTA TEREZINHA;56750000
SÃO BENEDITO DO SUL;55410000
SÃO BENTO DO UNA;55370000
SÃO CAITANO;55130000
SÃO JOÃO;55435000
SÃO JOAQUIM DO MONTE;55670000
SÃO JOSÉ DA COROA GRANDE;55565000
SÃO JOSÉ DO BELMONTE;56950000
SÃO JOSÉ DO EGITO;56700000
SÃO LOURENÇO DA MATA;54700001
SÃO VICENTE FERRER;55860000
SERRA TALHADA;56900001
SERRITA;56140000
SERTÂNIA;56600000
SIRINHAÉM;55580000
SOLIDÃO;56795000
SURUBIM;55750000
TABIRA;56780000
TACAIMBÓ;55140000
TACARATU;56480000
TAMANDARÉ;55578000
TAQUARITINGA DO NORTE;55790000
TEREZINHA;55305000
TERRA NOVA;56190000
TIMBAÚBA;55870000
TORITAMA;55125000
TRACUNHAÉM;55805000
TRINDADE;56250000
TRIUNFO;56870000
TUPANATINGA;56540000
TUPARETAMA;56760000
VENTUROSA;55270000
VERDEJANTE;56120000
VERTENTE DO LÉRIO;55760000
VERTENTES;55770000
VICÊNCIA;55850000
VITÓRIA DE SANTO ANTÃO;55600001
XEXÉU;55555000
ACAUÃ;64748000
AGRICOLÂNDIA;64440000
ÁGUA BRANCA;64460000
ALAGOINHA DO PIAUÍ;64655000
ALEGRETE DO PIAUÍ;64675000
ALTO LONGÁ;64360000
ALTOS;64290000
ALVORADA DO GURGUÉIA;64923000
AMARANTE;64400000
ANGICAL DO PIAUÍ;64410000
ANÍSIO DE ABREU;64780000
ANTÔNIO ALMEIDA;64855000
AROAZES;64310000
AROEIRAS DO ITAIM;64612000
ARRAIAL;64480000
ASSUNÇÃO DO PIAUÍ;64333000
AVELINO LOPES;64965000
BAIXA GRANDE DO RIBEIRO;64868000
BARRA D'ALCÂNTARA;64528000
BARRAS;64100000
BARREIRAS DO PIAUÍ;64990000
BARRO DURO;64455000
BATALHA;64190000
BELA VISTA DO PIAUÍ;64705000
BELÉM DO PIAUÍ;64678000
BENEDITINOS;64380000
BERTOLÍNIA;64870000
BETÂNIA DO PIAUÍ;64753000
BOA HORA;64108000
BOCAINA;64630000
BOM JESUS;64900000
BOM PRINCÍPIO DO PIAUÍ;64225000
BONFIM DO PIAUÍ;64775000
BOQUEIRÃO DO PIAUÍ;64283000
BRASILEIRA;64265000
BREJO DO PIAUÍ;64895000
BURITI DOS LOPES;64230000
BURITI DOS MONTES;64345000
CABECEIRAS DO PIAUÍ;64105000
CAJAZEIRAS DO PIAUÍ;64514000
CAJUEIRO DA PRAIA;64222000
CALDEIRÃO GRANDE DO PIAUÍ;64695000
CAMPINAS DO PIAUÍ;64730000
CAMPO ALEGRE DO FIDALGO;64767000
CAMPO GRANDE DO PIAUÍ;64578000
CAMPO LARGO DO PIAUÍ;64148000
CAMPO MAIOR;64280000
CANAVIEIRA;64833000
CANTO DO BURITI;64890000
CAPITÃO DE CAMPOS;64270000
CAPITÃO GERVÁSIO OLIVEIRA;64763000
CARACOL;64795000
CARAÚBAS DO PIAUÍ;64233000
CARIDADE DO PIAUÍ;64590000
CASTELO DO PIAUÍ;64340000
CAXINGÓ;64228000
COCAL;64235000
COCAL DE TELHA;64278000
COCAL DOS ALVES;64238000
COIVARAS;64335000
COLÔNIA DO GURGUÉIA;64885000
COLÔNIA DO PIAUÍ;64516000
CONCEIÇÃO DO CANINDÉ;64740000
CORONEL JOSÉ DIAS;64793000
CORRENTE;64980000
CRISTALÂNDIA DO PIAUÍ;64995000
CRISTINO CASTRO;64920000
CURIMATÁ;64960000
CURRAIS;64905000
CURRAL NOVO DO PIAUÍ;64595000
CURRALINHOS;64453000
DEMERVAL LOBÃO;64390000
DIRCEU ARCOVERDE;64785000
DOM EXPEDITO LOPES;64620000
DOM INOCÊNCIO;64790000
DOMINGOS MOURÃO;64250000
ELESBÃO VELOSO;64325000
ELISEU MARTINS;64880000
ESPERANTINA;64180000
FARTURA DO PIAUÍ;64788000
FLORES DO PIAUÍ;64815000
FLORESTA DO PIAUÍ;64563000
FLORIANO;64800001
FRANCINÓPOLIS;64520000
FRANCISCO AYRES;64475000
FRANCISCO MACEDO;64683000
FRANCISCO SANTOS;64645000
FRONTEIRAS;64690000
GEMINIANO;64613000
GILBUÉS;64930000
GUADALUPE;64840000
GUARIBAS;64798000
HUGO NAPOLEÃO;64470000
ILHA GRANDE;64224000
INHUMA;64535000
IPIRANGA DO PIAUÍ;64540000
ISAÍAS COELHO;64570000
ITAINÓPOLIS;64565000
ITAUEIRA;64820000
JACOBINA DO PIAUÍ;64755000
JAICÓS;64575000
JARDIM DO MULATO;64495000
JATOBÁ DO PIAUÍ;64275000
JERUMENHA;64830000
JOÃO COSTA;64765000
JOAQUIM PIRES;64170000
JOCA MARQUES;64165000
JOSÉ DE FREITAS;64110000
JUAZEIRO DO PIAUÍ;64343000
JÚLIO BORGES;64963000
JUREMA;64782000
LAGOA ALEGRE;64138000
LAGOA DE SÃO FRANCISCO;64258000
LAGOA DO BARRO DO PIAUÍ;64768000
LAGOA DO PIAUÍ;64388000
LAGOA DO SÍTIO;64308000
LAGOINHA DO PIAUÍ;64465000
LANDRI SALES;64850000
LUÍS CORREIA;64220000
LUZILÂNDIA;64160000
MADEIRO;64168000
MANOEL EMÍDIO;64875000
MARCOLÂNDIA;64685000
MARCOS PARENTE;64845000
MASSAPÊ DO PIAUÍ;64573000
MATIAS OLÍMPIO;64150000
MIGUEL ALVES;64130000
MIGUEL LEÃO;64445000
MILTON BRANDÃO;64253000
MONSENHOR GIL;64450000
MONSENHOR HIPÓLITO;64650000
MONTE ALEGRE DO PIAUÍ;64940000
MORRO CABEÇA NO TEMPO;64968000
MORRO DO CHAPÉU DO PIAUÍ;64178000
MURICI DOS PORTELAS;64175000
NAZARÉ DO PIAUÍ;64825000
NAZÁRIA;64415000
NOSSA SENHORA DE NAZARÉ;64288000
NOSSA SENHORA DOS REMÉDIOS;64140000
NOVA SANTA RITA;64764000
NOVO ORIENTE DO PIAUÍ;64530000
NOVO SANTO ANTÔNIO;64365000
OEIRAS;64500000
OLHO D'ÁGUA DO PIAUÍ;64468000
PADRE MARCOS;64680000
PAES LANDIM;64710000
PAJEÚ DO PIAUÍ;64898000
PALMEIRA DO PIAUÍ;64925000
PALMEIRAIS;64420000
PAQUETÁ;64618000
PARNAGUÁ;64970000
PARNAÍBA;64200001
PASSAGEM FRANCA DO PIAUÍ;64395000
PATOS DO PIAUÍ;64580000
PAU D'ARCO DO PIAUÍ;64295000
PAULISTANA;64750000
PAVUSSU;64838000
PEDRO II;64255000
PEDRO LAURENTINO;64728000
PICOS;64600001
PIMENTEIRAS;64320000
PIO IX;64660000
PIRACURUCA;64240000
PIRIPIRI;64260000
PORTO;64145000
PORTO ALEGRE DO PIAUÍ;64858000
PRATA DO PIAUÍ;64370000
QUEIMADA NOVA;64758000
REDENÇÃO DO GURGUÉIA;64915000
REGENERAÇÃO;64490000
RIACHO FRIO;64975000
RIBEIRA DO PIAUÍ;64725000
RIBEIRO GONÇALVES;64865000
RIO GRANDE DO PIAUÍ;64835000
SANTA CRUZ DO PIAUÍ;64545000
SANTA CRUZ DOS MILAGRES;64315000
SANTA FILOMENA;64945000
SANTA LUZ;64910000
SANTA ROSA DO PIAUÍ;64518000
SANTANA DO PIAUÍ;64615000
SANTO ANTÔNIO DE LISBOA;64640000
SANTO ANTÔNIO DOS MILAGRES;64438000
SANTO INÁCIO DO PIAUÍ;64560000
SÃO BRAZ DO PIAUÍ;64783000
SÃO FÉLIX DO PIAUÍ;64375000
SÃO FRANCISCO DE ASSIS DO PIAUÍ;64745000
SÃO FRANCISCO DO PIAUÍ;64550000
SÃO GONÇALO DO GURGUÉIA;64993000
SÃO GONÇALO DO PIAUÍ;64435000
SÃO JOÃO DA CANABRAVA;64635000
SÃO JOÃO DA FRONTEIRA;64243000
SÃO JOÃO DA SERRA;64350000
SÃO JOÃO DA VARJOTA;64510000
SÃO JOÃO DO ARRAIAL;64155000
SÃO JOÃO DO PIAUÍ;64760000
SÃO JOSÉ DO DIVINO;64245000
SÃO JOSÉ DO PEIXE;64555000
SÃO JOSÉ DO PIAUÍ;64625000
SÃO JULIÃO;64670000
SÃO LOURENÇO DO PIAUÍ;64778000
SÃO LUÍS DO PIAUÍ;64638000
SÃO MIGUEL DA BAIXA GRANDE;64378000
SÃO MIGUEL DO FIDALGO;64558000
SÃO MIGUEL DO TAPUIO;64330000
SÃO PEDRO DO PIAUÍ;64430000
SÃO RAIMUNDO NONATO;64770000
SEBASTIÃO BARROS;64985000
SEBASTIÃO LEAL;64873000
SIGEFREDO PACHECO;64285000
SIMÕES;64585000
SIMPLÍCIO MENDES;64700000
SOCORRO DO PIAUÍ;64720000
SUSSUAPARA;64610000
TAMBORIL DO PIAUÍ;64893000
TANQUE DO PIAUÍ;64512000
TERESINA;64000001
UNIÃO;64120000
URUÇUÍ;64860000
VALENÇA DO PIAUÍ;64300000
VÁRZEA BRANCA;64773000
VÁRZEA GRANDE;64525000
VERA MENDES;64568000
VILA NOVA DO PIAUÍ;64688000
WALL FERRAZ;64548000
ABATIÁ;86460000
ADRIANÓPOLIS;83490000
AGUDOS DO SUL;83850000
ALMIRANTE TAMANDARÉ;83500001
ALTAMIRA DO PARANÁ;85280000
ALTO PARAÍSO;87528000
ALTO PARANÁ;87750000
ALTO PIQUIRI;87580000
ALTÔNIA;87550000
ALVORADA DO SUL;86150000
AMAPORÃ;87850000
AMPÉRE;85640000
ANAHY;85425000
ANDIRÁ;86380000
ÂNGULO;86755000
ANTONINA;83370000
ANTÔNIO OLINTO;83980000
APUCARANA;86800001
ARAPONGAS;86700001
ARAPOTI;84990000
ARAPUÃ;86884000
ARARUNA;87260000
ARAUCÁRIA;83700001
ARIRANHA DO IVAÍ;86880000
ASSAÍ;86220000
ASSIS CHATEAUBRIAND;85935000
ASTORGA;86730000
ATALAIA;87630000
BALSA NOVA;83650000
BANDEIRANTES;86360000
BARBOSA FERRAZ;86960000
BARRA DO JACARÉ;86385000
BARRACÃO;85700000
BELA VISTA DA CAROBA;85745000
BELA VISTA DO PARAÍSO;86130000
BITURUNA;84640000
BOA ESPERANÇA;87390000
BOA ESPERANÇA DO IGUAÇU;85680000
BOA VENTURA DE SÃO ROQUE;85225000
BOA VISTA DA APARECIDA;85780000
BOCAIÚVA DO SUL;83450000
BOM JESUS DO SUL;85708000
BOM SUCESSO;86940000
BOM SUCESSO DO SUL;85515000
BORRAZÓPOLIS;86925000
BRAGANEY;85430000
BRASILÂNDIA DO SUL;87595000
CAFEARA;86640000
CAFELÂNDIA;85415000
CAFEZAL DO SUL;87565000
CALIFÓRNIA;86820000
CAMBARÁ;86390000
CAMBÉ;86180001
CAMBIRA;86890000
CAMPINA DA LAGOA;87345000
CAMPINA DO SIMÃO;85148000
CAMPINA GRANDE DO SUL;83430000
CAMPO BONITO;85450000
CAMPO DO TENENTE;83870000
CAMPO LARGO;83600001
CAMPO MAGRO;83535000
CAMPO MOURÃO;87300001
CÂNDIDO DE ABREU;84470000
CANDÓI;85140000
CANTAGALO;85160000
CAPANEMA;85760000
CAPITÃO LEÔNIDAS MARQUES;85790000
CARAMBEÍ;84145000
CARLÓPOLIS;86420000
CASCAVEL;85800001
CASTRO;84160001
CATANDUVAS;85470000
CENTENÁRIO DO SUL;86630000
CERRO AZUL;83570000
CÉU AZUL;85840000
CHOPINZINHO;85560000
CIANORTE;87200001
CIDADE GAÚCHA;87820000
CLEVELÂNDIA;85530000
COLOMBO;83400001
COLORADO;86690000
CONGONHINHAS;86320000
CONSELHEIRO MAIRINCK;86480000
CONTENDA;83730000
CORBÉLIA;85420000
CORNÉLIO PROCÓPIO;86300000
CORONEL DOMINGOS SOARES;85557000
CORONEL VIVIDA;85550000
CORUMBATAÍ DO SUL;86970000
CRUZ MACHADO;84620000
CRUZEIRO DO IGUAÇU;85598000
CRUZEIRO DO OESTE;87400000
CRUZEIRO DO SUL;87650000
CRUZMALTINA;86855000
CURITIBA;80000001
CURIÚVA;84280000
DIAMANTE D'OESTE;85896000
DIAMANTE DO NORTE;87990000
DIAMANTE DO SUL;85408000
DOIS VIZINHOS;85660000
DOURADINA;87485000
DOUTOR CAMARGO;87155000
DOUTOR ULYSSES;83590000
ENÉAS MARQUES;85630000
ENGENHEIRO BELTRÃO;87270000
ENTRE RIOS DO OESTE;85988000
ESPERANÇA NOVA;87545000
ESPIGÃO ALTO DO IGUAÇU;85465000
FAROL;87325000
FAXINAL;86840000
FAZENDA RIO GRANDE;83820001
FÊNIX;86950000
FERNANDES PINHEIRO;84535000
FIGUEIRA;84285000
FLOR DA SERRA DO SUL;85618000
FLORAÍ;87185000
FLORESTA;87120000
FLORESTÓPOLIS;86165000
FLÓRIDA;86780000
FORMOSA DO OESTE;85830000
FOZ DO IGUAÇU;85850001
FOZ DO JORDÃO;85145000
FRANCISCO ALVES;87570000
FRANCISCO BELTRÃO;85600001
GENERAL CARNEIRO;84660000
GODOY MOREIRA;86938000
GOIOERÊ;87360000
GOIOXIM;85162000
GRANDES RIOS;86845000
GUAÍRA;85980000
GUAIRAÇÁ;87880000
GUAMIRANGA;84435000
GUAPIRAMA;86465000
GUAPOREMA;87810000
GUARACI;86620000
GUARANIAÇU;85400000
GUARAPUAVA;85000001
GUARAQUEÇABA;83390000
GUARATUBA;83280000
HONÓRIO SERPA;85548000
IBAITI;84900000
IBEMA;85478000
IBIPORÃ;86200000
ICARAÍMA;87530000
IGUARAÇU;86750000
IGUATU;85423000
IMBAÚ;84250000
IMBITUVA;84430000
INÁCIO MARTINS;85155000
INAJÁ;87670000
INDIANÓPOLIS;87235000
IPIRANGA;84450000
IPORÃ;87560000
IRACEMA DO OESTE;85833000
IRATI;84500000
IRETAMA;87280000
ITAGUAJÉ;86670000
ITAIPULÂNDIA;85880000
ITAMBARACÁ;86375000
ITAMBÉ;87175000
ITAPEJARA D'OESTE;85580000
ITAPERUÇU;83560000
ITAÚNA DO SUL;87980000
IVAÍ;84460000
IVAIPORÃ;86870000
IVATÉ;87525000
IVATUBA;87130000
JABOTI;84930000
JACAREZINHO;86400000
JAGUAPITÃ;86610000
JAGUARIAÍVA;84200000
JANDAIA DO SUL;86900000
JANIÓPOLIS;87380000
JAPIRA;84920000
JAPURÁ;87225000
JARDIM ALEGRE;86860000
JARDIM OLINDA;87690000
JATAIZINHO;86210000
JESUÍTAS;85835000
JOAQUIM TÁVORA;86455000
JUNDIAÍ DO SUL;86470000
JURANDA;87355000
JUSSARA;87230000
KALORÉ;86920000
LAPA;83750000
LARANJAL;85275000
LARANJEIRAS DO SUL;85300001
LEÓPOLIS;86330000
LIDIANÓPOLIS;86865000
LINDOESTE;85826000
LOANDA;87900000
LOBATO;86790000
LONDRINA;86000001
LUIZIANA;87290000
LUNARDELLI;86935000
LUPIONÓPOLIS;86635000
MALLET;84570000
MAMBORÊ;87340000
MANDAGUAÇU;87160000
MANDAGUARI;86975000
MANDIRITUBA;83800000
MANFRINÓPOLIS;85628000
MANGUEIRINHA;85540000
MANOEL RIBAS;85260000
MARECHAL CÂNDIDO RONDON;85960000
MARIA HELENA;87480000
MARIALVA;86990000
MARILÂNDIA DO SUL;86825000
MARILENA;87960000
MARILUZ;87470000
MARINGÁ;87000001
MARIÓPOLIS;85525000
MARIPÁ;85955000
MARMELEIRO;85615000
MARQUINHO;85168000
MARUMBI;86910000
MATELÂNDIA;85887000
MATINHOS;83260000
MATO RICO;85240000
MAUÁ DA SERRA;86828000
MEDIANEIRA;85884000
MERCEDES;85998000
MIRADOR;87840000
MIRASELVA;86615000
MISSAL;85890000
MOREIRA SALES;87370000
MORRETES;83350000
MUNHOZ DE MELO;86760000
NOSSA SENHORA DAS GRAÇAS;86680000
NOVA ALIANÇA DO IVAÍ;87790000
NOVA AMÉRICA DA COLINA;86230000
NOVA AURORA;85410000
NOVA CANTU;87330000
NOVA ESPERANÇA;87600000
NOVA ESPERANÇA DO SUDOESTE;85635000
NOVA FÁTIMA;86310000
NOVA LARANJEIRAS;85350000
NOVA LONDRINA;87970000
NOVA OLÍMPIA;87490000
NOVA PRATA DO IGUAÇU;85685000
NOVA SANTA BÁRBARA;86250000
NOVA SANTA ROSA;85930000
NOVA TEBAS;85250000
NOVO ITACOLOMI;86895000
ORTIGUEIRA;84350000
OURIZONA;87170000
OURO VERDE DO OESTE;85933000
PAIÇANDU;87140000
PALMAS;85555000
PALMEIRA;84130000
PALMITAL;85270000
PALOTINA;85950000
PARAÍSO DO NORTE;87780000
PARANACITY;87660000
PARANAGUÁ;83200001
PARANAPOEMA;87680000
PARANAVAÍ;87700001
PATO BRAGADO;85948000
PATO BRANCO;85500001
PAULA FREITAS;84630000
PAULO FRONTIN;84635000
PEABIRU;87250000
PEROBAL;87538000
PÉROLA;87540000
PÉROLA D'OESTE;85740000
PIÊN;83860000
PINHAIS;83320001
PINHAL DE SÃO BENTO;85727000
PINHALÃO;84925000
PINHÃO;85170000
PIRAÍ DO SUL;84240000
PIRAQUARA;83300001
PITANGA;85200000
PITANGUEIRAS;86613000
PLANALTINA DO PARANÁ;87860000
PLANALTO;85750000
PONTA GROSSA;84000001
PONTAL DO PARANÁ;83255000
PORECATU;86160000
PORTO AMAZONAS;84140000
PORTO BARREIRO;85345000
PORTO RICO;87950000
PORTO VITÓRIA;84615000
PRADO FERREIRA;86618000
PRANCHITA;85730000
PRESIDENTE CASTELO BRANCO;87180000
PRIMEIRO DE MAIO;86140000
PRUDENTÓPOLIS;84400000
QUARTO CENTENÁRIO;87365000
QUATIGUÁ;86450000
QUATRO BARRAS;83420000
QUATRO PONTES;85940000
QUEDAS DO IGUAÇU;85460000
QUERÊNCIA DO NORTE;87930000
QUINTA DO SOL;87265000
QUITANDINHA;83840000
RAMILÂNDIA;85888000
RANCHO ALEGRE;86290000
RANCHO ALEGRE D'OESTE;87395000
REALEZA;85770000
REBOUÇAS;84550000
RENASCENÇA;85610000
RESERVA;84320000
RESERVA DO IGUAÇU;85195000
RIBEIRÃO CLARO;86410000
RIBEIRÃO DO PINHAL;86490000
RIO AZUL;84560000
RIO BOM;86830000
RIO BONITO DO IGUAÇU;85340000
RIO BRANCO DO IVAÍ;86848000
RIO BRANCO DO SUL;83540000
RIO NEGRO;83880000
ROLÂNDIA;86600001
RONCADOR;87320000
RONDON;87800000
ROSÁRIO DO IVAÍ;86850000
SABÁUDIA;86720000
SALGADO FILHO;85620000
SALTO DO ITARARÉ;84945000
SALTO DO LONTRA;85670000
SANTA AMÉLIA;86370000
SANTA CECÍLIA DO PAVÃO;86225000
SANTA CRUZ DE MONTE CASTELO;87920000
SANTA FÉ;86770000
SANTA HELENA;85892000
SANTA INÊS;86660000
SANTA ISABEL DO IVAÍ;87910000
SANTA IZABEL DO OESTE;85650000
SANTA LÚCIA;85795000
SANTA MARIA DO OESTE;85230000
SANTA MARIANA;86350000
SANTA MÔNICA;87915000
SANTA TEREZA DO OESTE;85825000
SANTA TEREZINHA DE ITAIPU;85875000
SANTANA DO ITARARÉ;84970000
SANTO ANTÔNIO DA PLATINA;86430000
SANTO ANTÔNIO DO CAIUÁ;87730000
SANTO ANTÔNIO DO PARAÍSO;86315000
SANTO ANTÔNIO DO SUDOESTE;85710000
SANTO INÁCIO;86650000
SÃO CARLOS DO IVAÍ;87770000
SÃO JERÔNIMO DA SERRA;86270000
SÃO JOÃO;85570000
SÃO JOÃO DO CAIUÁ;87740000
SÃO JOÃO DO IVAÍ;86930000
SÃO JOÃO DO TRIUNFO;84150000
SÃO JORGE D'OESTE;85575000
SÃO JORGE DO IVAÍ;87190000
SÃO JORGE DO PATROCÍNIO;87555000
SÃO JOSÉ DA BOA VISTA;84980000
SÃO JOSÉ DAS PALMEIRAS;85898000
SÃO JOSÉ DOS PINHAIS;83000001
SÃO MANOEL DO PARANÁ;87215000
SÃO MATEUS DO SUL;83900000
SÃO MIGUEL DO IGUAÇU;85877000
SÃO PEDRO DO IGUAÇU;85929000
SÃO PEDRO DO IVAÍ;86945000
SÃO PEDRO DO PARANÁ;87955000
SÃO SEBASTIÃO DA AMOREIRA;86240000
SÃO TOMÉ;87220000
SAPOPEMA;84290000
SARANDI;87110001
SAUDADE DO IGUAÇU;85568000
SENGÉS;84220000
SERRANÓPOLIS DO IGUAÇU;85885000
SERTANEJA;86340000
SERTANÓPOLIS;86170000
SIQUEIRA CAMPOS;84940000
SULINA;85565000
TAMARANA;86125000
TAMBOARA;87760000
TAPEJARA;87430000
TAPIRA;87830000
TEIXEIRA SOARES;84530000
TELÊMACO BORBA;84260001
TERRA BOA;87240000
TERRA RICA;87890000
TERRA ROXA;85990000
TIBAGI;84300000
TIJUCAS DO SUL;83190000
TOLEDO;85900001
TOMAZINA;84935000
TRÊS BARRAS DO PARANÁ;85485000
TUNAS DO PARANÁ;83480000
TUNEIRAS DO OESTE;87450000
TUPÃSSI;85945000
TURVO;85150000
UBIRATÃ;85440000
UMUARAMA;87500001
UNIÃO DA VITÓRIA;84600000
UNIFLOR;87640000
URAÍ;86280000
VENTANIA;84345000
VERA CRUZ DO OESTE;85845000
VERÊ;85585000
VIRMOND;85390000
VITORINO;85520000
WENCESLAU BRAZ;84950000
XAMBRÊ;87535000
ANGRA DOS REIS;23900001
APERIBÉ;28495000
ARARUAMA;28970000
AREAL;25845000
ARMAÇÃO DOS BÚZIOS;28950000
ARRAIAL DO CABO;28930000
BARRA DO PIRAÍ;27000001
BARRA MANSA;27300001
BELFORD ROXO;26100001
BOM JARDIM;28660000
BOM JESUS DO ITABAPOANA;28360000
CABO FRIO;28900001
CACHOEIRAS DE MACACU;28680000
CAMBUCI;28430000
CAMPOS DOS GOYTACAZES;28000001
CANTAGALO;28500000
CARAPEBUS;27998000
CARDOSO MOREIRA;28180000
CARMO;28640000
CASIMIRO DE ABREU;28860000
COMENDADOR LEVY GASPARIAN;25870000
CONCEIÇÃO DE MACABU;28740000
CORDEIRO;28540000
DUAS BARRAS;28650000
DUQUE DE CAXIAS;25000001
ENGENHEIRO PAULO DE FRONTIN;26650000
GUAPIMIRIM;25940001
IGUABA GRANDE;28960000
ITABORAÍ;24800001
ITAGUAÍ;23800001
ITALVA;28250000
ITAOCARA;28570000
ITAPERUNA;28300000
ITATIAIA;27580000
JAPERI;26400001
LAJE DO MURIAÉ;28350000
MACAÉ;27900001
MACUCO;28545000
MAGÉ;25900001
MANGARATIBA;23860000
MARICÁ;24900001
MENDES;26700000
MESQUITA;26550001
MIGUEL PEREIRA;26900000
MIRACEMA;28460000
NATIVIDADE;28380000
NILÓPOLIS;26500001
NITERÓI;24000001
NOVA FRIBURGO;28600001
NOVA IGUAÇU;26000001
NOVA IGUAÇU;26200000
PARACAMBI;26600000
PARAÍBA DO SUL;25850000
PARATI;23970000
PATY DO ALFERES;26950000
PETRÓPOLIS;25600001
PINHEIRAL;27197000
PIRAÍ;27175000
PORCIÚNCULA;28390000
PORTO REAL;27570000
QUATIS;27400001
QUEIMADOS;26300001
QUISSAMÃ;28735000
RESENDE;27500001
RIO BONITO;28800000
RIO CLARO;27460000
RIO DAS FLORES;27660000
RIO DAS OSTRAS;28890001
RIO DE JANEIRO;20000001
SANTA MARIA MADALENA;28770000
SANTO ANTÔNIO DE PÁDUA;28470000
SÃO FIDÉLIS;28400000
SÃO FRANCISCO DE ITABAPOANA;28230000
SÃO GONÇALO;24400001
SÃO JOÃO DA BARRA;28200000
SÃO JOÃO DE MERITI;25500001
SÃO JOSÉ DE UBÁ;28455000
SÃO JOSÉ DO VALE DO RIO PRETO;25780000
SÃO PEDRO DA ALDEIA;28940001
SÃO SEBASTIÃO DO ALTO;28550000
SAPUCAIA;25880000
SAQUAREMA;28990001
SEROPÉDICA;23890001
SILVA JARDIM;28820000
SUMIDOURO;28637000
TANGUÁ;24890000
TERESÓPOLIS;25950001
TRAJANO DE MORAES;28750000
TRÊS RIOS;25800001
VALENÇA;27600000
VARRESAI;28375000
VASSOURAS;27700000
VOLTA REDONDA;27200001
ACARI;59370000
AÇU;59650000
AFONSO BEZERRA;59510000
ÁGUA NOVA;59995000
ALEXANDRIA;59965000
ALMINO AFONSO;59760000
ALTO DO RODRIGUES;59507000
ANGICOS;59515000
ANTÔNIO MARTINS;59870000
APODI;59700000
AREIA BRANCA;59655000
AREZ;59170000
BAÍA FORMOSA;59194000
BARAÚNA;59695000
BARCELONA;59410000
BENTO FERNANDES;59555000
BOA SAÚDE;59260000
BODÓ;59528000
BOM JESUS;59270000
BREJINHO;59219000
CAIÇARA DO NORTE;59592000
CAIÇARA DO RIO DO VENTO;59540000
CAICÓ;59300000
CAMPO GRANDE;59680000
CAMPO REDONDO;59230000
CANGUARETAMA;59190000
CARAÚBAS;59780000
